Date de début,code site,nom site,NO2,O3,PM10,PM2.5,SO2
2021/03/25 17:00:00,FR04055,PARIS 1er Les Halles,17.8,77.1,12.9,5.1,
2021/03/25 18:00:00,FR04055,PARIS 1er Les Halles,31.4,62.3,11.7,6.1,
2021/03/25 19:00:00,FR04055,PARIS 1er Les Halles,47.0,45.2,14.7,8.5,
2021/03/25 20:00:00,FR04055,PARIS 1er Les Halles,48.5,46.8,17.7,11.7,
2021/03/25 21:00:00,FR04055,PARIS 1er Les Halles,31.6,61.1,14.0,8.9,
2021/03/25 22:00:00,FR04055,PARIS 1er Les Halles,30.1,56.2,13.4,8.3,
2021/03/25 23:00:00,FR04055,PARIS 1er Les Halles,43.2,40.2,16.2,9.7,
2021/03/26 00:00:00,FR04055,PARIS 1er Les Halles,51.2,29.3,18.1,12.5,
2021/03/26 01:00:00,FR04055,PARIS 1er Les Halles,53.1,28.3,19.7,14.0,
2021/03/26 02:00:00,FR04055,PARIS 1er Les Halles,42.6,36.9,17.7,11.3,
2021/03/26 03:00:00,FR04055,PARIS 1er Les Halles,45.4,27.4,16.3,11.2,
2021/03/26 04:00:00,FR04055,PARIS 1er Les Halles,54.6,18.6,16.5,11.4,
2021/03/26 05:00:00,FR04055,PARIS 1er Les Halles,61.3,13.0,16.9,10.3,
2021/03/26 06:00:00,FR04055,PARIS 1er Les Halles,67.3,11.4,16.8,9.7,
2021/03/26 07:00:00,FR04055,PARIS 1er Les Halles,69.6,12.5,20.4,10.3,
2021/03/26 08:00:00,FR04055,PARIS 1er Les Halles,61.1,23.4,23.6,11.0,
2021/03/26 09:00:00,FR04055,PARIS 1er Les Halles,45.9,37.9,24.5,11.8,
2021/03/26 10:00:00,FR04055,PARIS 1er Les Halles,19.4,70.1,19.9,7.4,
2021/03/26 11:00:00,FR04055,PARIS 1er Les Halles,13.2,76.4,14.9,5.0,
2021/03/26 12:00:00,FR04055,PARIS 1er Les Halles,13.0,76.7,10.7,4.4,
2021/03/26 13:00:00,FR04055,PARIS 1er Les Halles,11.7,79.2,12.0,3.6,
2021/03/26 14:00:00,FR04055,PARIS 1er Les Halles,13.4,77.6,12.0,3.5,
2021/03/26 15:00:00,FR04055,PARIS 1er Les Halles,14.2,76.8,9.2,3.2,
2021/03/26 16:00:00,FR04055,PARIS 1er Les Halles,18.9,72.9,12.7,4.2,
2021/03/26 17:00:00,FR04055,PARIS 1er Les Halles,20.3,70.9,10.9,4.4,
2021/03/26 18:00:00,FR04055,PARIS 1er Les Halles,15.4,75.2,8.7,3.6,
2021/03/26 19:00:00,FR04055,PARIS 1er Les Halles,12.1,82.7,9.3,2.9,
2021/03/26 20:00:00,FR04055,PARIS 1er Les Halles,10.4,83.6,4.9,2.5,
2021/03/26 21:00:00,FR04055,PARIS 1er Les Halles,13.5,76.9,6.1,4.2,
2021/03/26 22:00:00,FR04055,PARIS 1er Les Halles,11.3,78.3,5.5,3.6,
2021/03/26 23:00:00,FR04055,PARIS 1er Les Halles,10.9,73.0,4.8,3.1,
2021/03/27 00:00:00,FR04055,PARIS 1er Les Halles,10.5,72.3,7.0,3.4,
2021/03/27 01:00:00,FR04055,PARIS 1er Les Halles,10.9,71.2,9.5,4.1,
2021/03/27 02:00:00,FR04055,PARIS 1er Les Halles,9.9,70.4,9.1,4.2,
2021/03/27 03:00:00,FR04055,PARIS 1er Les Halles,9.9,67.1,9.9,4.6,
2021/03/27 04:00:00,FR04055,PARIS 1er Les Halles,11.2,63.2,10.2,5.1,
2021/03/27 05:00:00,FR04055,PARIS 1er Les Halles,13.8,59.1,11.7,5.7,
2021/03/27 06:00:00,FR04055,PARIS 1er Les Halles,17.8,55.5,11.0,5.8,
2021/03/27 07:00:00,FR04055,PARIS 1er Les Halles,16.2,61.6,13.6,6.6,
2021/03/27 08:00:00,FR04055,PARIS 1er Les Halles,13.9,64.4,14.7,7.0,
2021/03/27 09:00:00,FR04055,PARIS 1er Les Halles,10.0,70.3,13.8,6.5,
2021/03/27 10:00:00,FR04055,PARIS 1er Les Halles,8.8,73.8,11.1,5.5,
2021/03/27 11:00:00,FR04055,PARIS 1er Les Halles,8.8,74.3,9.5,4.9,
2021/03/27 12:00:00,FR04055,PARIS 1er Les Halles,9.1,75.2,10.0,5.1,
2021/03/27 13:00:00,FR04055,PARIS 1er Les Halles,9.3,77.5,9.2,4.4,
2021/03/27 14:00:00,FR04055,PARIS 1er Les Halles,9.8,77.6,8.6,3.9,
2021/03/27 15:00:00,FR04055,PARIS 1er Les Halles,10.9,78.2,10.6,4.1,
2021/03/27 16:00:00,FR04055,PARIS 1er Les Halles,11.3,75.8,12.7,4.5,
2021/03/27 17:00:00,FR04055,PARIS 1er Les Halles,15.1,72.3,11.4,4.7,
2021/03/27 18:00:00,FR04055,PARIS 1er Les Halles,19.2,68.0,11.2,5.5,
2021/03/27 19:00:00,FR04055,PARIS 1er Les Halles,22.0,61.5,11.8,7.2,
2021/03/27 20:00:00,FR04055,PARIS 1er Les Halles,25.7,55.6,13.9,9.1,
2021/03/27 21:00:00,FR04055,PARIS 1er Les Halles,23.0,55.8,13.0,9.3,
2021/03/27 22:00:00,FR04055,PARIS 1er Les Halles,26.2,50.5,14.9,11.2,
2021/03/27 23:00:00,FR04055,PARIS 1er Les Halles,24.1,52.1,13.1,8.9,
2021/03/28 00:00:00,FR04055,PARIS 1er Les Halles,19.7,56.0,10.4,6.8,
2021/03/28 01:00:00,FR04055,PARIS 1er Les Halles,19.7,55.5,10.2,6.4,
2021/03/28 02:00:00,FR04055,PARIS 1er Les Halles,17.0,58.8,11.1,6.8,
2021/03/28 03:00:00,FR04055,PARIS 1er Les Halles,19.3,55.8,12.0,7.0,
2021/03/28 04:00:00,FR04055,PARIS 1er Les Halles,23.4,49.7,13.1,7.8,
2021/03/28 05:00:00,FR04055,PARIS 1er Les Halles,31.0,39.7,13.1,8.0,
2021/03/28 06:00:00,FR04055,PARIS 1er Les Halles,36.5,31.6,14.2,9.0,
2021/03/28 07:00:00,FR04055,PARIS 1er Les Halles,29.2,41.1,15.7,9.6,
2021/03/28 08:00:00,FR04055,PARIS 1er Les Halles,22.4,52.8,15.7,9.6,
2021/03/28 09:00:00,FR04055,PARIS 1er Les Halles,13.0,71.1,13.3,6.7,
2021/03/28 10:00:00,FR04055,PARIS 1er Les Halles,8.5,80.9,12.0,5.4,
2021/03/28 11:00:00,FR04055,PARIS 1er Les Halles,7.6,85.0,11.2,5.2,
2021/03/28 12:00:00,FR04055,PARIS 1er Les Halles,7.6,85.7,10.7,5.5,
2021/03/28 13:00:00,FR04055,PARIS 1er Les Halles,8.0,87.6,12.7,5.7,
2021/03/28 14:00:00,FR04055,PARIS 1er Les Halles,8.9,88.6,16.6,5.9,
2021/03/28 15:00:00,FR04055,PARIS 1er Les Halles,9.6,87.2,16.6,6.3,
2021/03/28 16:00:00,FR04055,PARIS 1er Les Halles,10.6,86.3,14.6,5.7,
2021/03/28 17:00:00,FR04055,PARIS 1er Les Halles,16.6,80.8,9.7,5.3,
2021/03/28 18:00:00,FR04055,PARIS 1er Les Halles,22.2,71.8,10.6,6.3,
2021/03/28 19:00:00,FR04055,PARIS 1er Les Halles,30.1,61.4,12.4,7.9,
2021/03/28 20:00:00,FR04055,PARIS 1er Les Halles,31.6,56.1,12.8,8.8,
2021/03/28 21:00:00,FR04055,PARIS 1er Les Halles,35.3,47.4,13.2,9.7,
2021/03/28 22:00:00,FR04055,PARIS 1er Les Halles,43.5,37.3,14.2,10.3,
2021/03/28 23:00:00,FR04055,PARIS 1er Les Halles,57.4,23.8,17.1,12.3,
2021/03/29 00:00:00,FR04055,PARIS 1er Les Halles,52.1,27.9,16.5,11.7,
2021/03/29 01:00:00,FR04055,PARIS 1er Les Halles,40.6,38.9,14.1,10.0,
2021/03/29 02:00:00,FR04055,PARIS 1er Les Halles,42.3,30.7,13.0,9.2,
2021/03/29 03:00:00,FR04055,PARIS 1er Les Halles,55.7,12.4,16.9,11.6,
2021/03/29 04:00:00,FR04055,PARIS 1er Les Halles,63.9,6.1,19.3,12.3,
2021/03/29 05:00:00,FR04055,PARIS 1er Les Halles,74.8,3.7,25.5,13.6,
2021/03/29 06:00:00,FR04055,PARIS 1er Les Halles,75.5,5.5,33.9,15.0,
2021/03/29 07:00:00,FR04055,PARIS 1er Les Halles,74.5,9.1,43.8,17.7,
2021/03/29 08:00:00,FR04055,PARIS 1er Les Halles,74.6,17.7,49.0,20.6,
2021/03/29 09:00:00,FR04055,PARIS 1er Les Halles,70.9,24.4,45.7,19.1,
2021/03/29 10:00:00,FR04055,PARIS 1er Les Halles,47.4,50.0,31.0,12.9,
2021/03/29 11:00:00,FR04055,PARIS 1er Les Halles,30.1,67.0,22.1,8.7,
2021/03/29 12:00:00,FR04055,PARIS 1er Les Halles,27.1,75.4,18.5,7.8,
2021/03/29 13:00:00,FR04055,PARIS 1er Les Halles,21.5,83.2,19.4,7.7,
2021/03/29 14:00:00,FR04055,PARIS 1er Les Halles,19.2,94.8,18.9,7.3,
2021/03/29 15:00:00,FR04055,PARIS 1er Les Halles,20.7,95.9,22.9,8.2,
2021/03/29 16:00:00,FR04055,PARIS 1er Les Halles,23.0,94.9,21.0,7.6,
2021/03/29 17:00:00,FR04055,PARIS 1er Les Halles,39.9,71.0,29.9,10.2,
2021/03/29 18:00:00,FR04055,PARIS 1er Les Halles,56.5,51.0,32.7,12.7,
2021/03/29 19:00:00,FR04055,PARIS 1er Les Halles,57.4,49.5,25.0,12.4,
2021/03/29 20:00:00,FR04055,PARIS 1er Les Halles,68.5,39.3,24.0,13.6,
2021/03/29 21:00:00,FR04055,PARIS 1er Les Halles,74.7,26.1,29.8,16.6,
2021/03/29 22:00:00,FR04055,PARIS 1er Les Halles,70.8,26.7,27.7,18.9,
2021/03/29 23:00:00,FR04055,PARIS 1er Les Halles,56.1,38.9,28.1,22.0,
2021/03/30 00:00:00,FR04055,PARIS 1er Les Halles,60.2,29.5,31.0,24.1,
2021/03/30 01:00:00,FR04055,PARIS 1er Les Halles,67.5,17.6,39.3,26.8,
2021/03/30 02:00:00,FR04055,PARIS 1er Les Halles,84.1,2.3,41.6,28.0,
2021/03/30 03:00:00,FR04055,PARIS 1er Les Halles,81.2,6.3,36.0,25.9,
2021/03/30 04:00:00,FR04055,PARIS 1er Les Halles,79.3,8.7,35.1,27.1,
2021/03/30 05:00:00,FR04055,PARIS 1er Les Halles,89.8,2.6,40.7,27.5,
2021/03/30 06:00:00,FR04055,PARIS 1er Les Halles,84.8,9.6,47.3,26.4,
2021/03/30 07:00:00,FR04055,PARIS 1er Les Halles,67.4,25.7,48.0,23.7,
2021/03/30 08:00:00,FR04055,PARIS 1er Les Halles,76.0,25.4,48.9,23.8,
2021/03/30 09:00:00,FR04055,PARIS 1er Les Halles,69.2,37.3,,,
2021/03/30 10:00:00,FR04055,PARIS 1er Les Halles,60.8,45.9,,,
2021/03/30 12:00:00,FR04055,PARIS 1er Les Halles,21.8,97.6,26.5,11.2,
2021/03/30 13:00:00,FR04055,PARIS 1er Les Halles,23.1,98.5,25.8,11.0,
2021/03/30 14:00:00,FR04055,PARIS 1er Les Halles,24.0,100.4,27.0,11.1,
2021/03/30 15:00:00,FR04055,PARIS 1er Les Halles,22.4,102.5,31.4,11.4,
2021/03/30 16:00:00,FR04055,PARIS 1er Les Halles,23.6,103.3,36.1,12.7,
2021/03/30 17:00:00,FR04055,PARIS 1er Les Halles,35.7,84.4,36.5,13.2,
2021/03/30 18:00:00,FR04055,PARIS 1er Les Halles,63.7,49.9,39.7,16.2,
2021/03/30 19:00:00,FR04055,PARIS 1er Les Halles,99.7,10.5,42.3,24.1,
2021/03/30 20:00:00,FR04055,PARIS 1er Les Halles,105.5,4.0,41.8,21.6,
2021/03/30 21:00:00,FR04055,PARIS 1er Les Halles,100.7,3.6,44.7,24.3,
2021/03/30 22:00:00,FR04055,PARIS 1er Les Halles,102.3,3.7,42.8,23.7,
2021/03/30 23:00:00,FR04055,PARIS 1er Les Halles,106.2,3.8,42.7,22.5,
2021/03/31 00:00:00,FR04055,PARIS 1er Les Halles,94.7,3.5,42.0,22.5,
2021/03/31 01:00:00,FR04055,PARIS 1er Les Halles,92.9,3.7,46.5,24.4,
2021/03/31 02:00:00,FR04055,PARIS 1er Les Halles,92.7,4.1,41.9,25.5,
2021/03/31 03:00:00,FR04055,PARIS 1er Les Halles,85.0,4.0,43.2,25.5,
2021/03/31 04:00:00,FR04055,PARIS 1er Les Halles,83.2,3.5,48.3,25.9,
2021/03/31 05:00:00,FR04055,PARIS 1er Les Halles,89.1,3.8,,27.6,
2021/03/31 06:00:00,FR04055,PARIS 1er Les Halles,89.4,4.6,,38.3,
2021/03/31 07:00:00,FR04055,PARIS 1er Les Halles,87.7,7.3,,32.7,
2021/03/31 08:00:00,FR04055,PARIS 1er Les Halles,96.2,10.8,,41.8,
2021/03/31 09:00:00,FR04055,PARIS 1er Les Halles,105.5,15.5,88.9,39.6,
2021/03/31 10:00:00,FR04055,PARIS 1er Les Halles,88.6,36.6,65.9,30.7,
2021/03/31 11:00:00,FR04055,PARIS 1er Les Halles,56.5,71.7,51.5,24.4,
2021/03/31 12:00:00,FR04055,PARIS 1er Les Halles,25.3,102.6,36.3,14.5,
2021/03/31 13:00:00,FR04055,PARIS 1er Les Halles,19.9,106.7,33.8,10.4,
2021/03/31 14:00:00,FR04055,PARIS 1er Les Halles,18.5,106.7,39.3,11.8,
2021/03/31 15:00:00,FR04055,PARIS 1er Les Halles,17.3,110.0,39.9,12.7,
2021/03/31 16:00:00,FR04055,PARIS 1er Les Halles,26.5,97.5,51.2,13.0,
2021/03/31 17:00:00,FR04055,PARIS 1er Les Halles,44.2,69.0,69.1,17.4,
2021/03/31 18:00:00,FR04055,PARIS 1er Les Halles,78.4,26.7,50.1,17.8,
2021/03/31 19:00:00,FR04055,PARIS 1er Les Halles,95.1,5.4,52.5,20.3,
2021/03/31 20:00:00,FR04055,PARIS 1er Les Halles,97.5,2.9,53.6,23.9,
2021/03/31 21:00:00,FR04055,PARIS 1er Les Halles,94.0,2.6,63.8,28.3,
2021/03/31 22:00:00,FR04055,PARIS 1er Les Halles,102.9,2.6,56.8,26.9,
2021/03/31 23:00:00,FR04055,PARIS 1er Les Halles,103.5,2.1,52.8,27.5,
2021/04/01 00:00:00,FR04055,PARIS 1er Les Halles,100.2,2.5,54.3,28.3,
2021/04/01 01:00:00,FR04055,PARIS 1er Les Halles,97.9,2.2,67.6,32.9,
2021/04/01 02:00:00,FR04055,PARIS 1er Les Halles,93.2,2.9,59.5,30.9,
2021/04/01 03:00:00,FR04055,PARIS 1er Les Halles,88.5,3.1,47.4,27.4,
2021/04/01 04:00:00,FR04055,PARIS 1er Les Halles,82.5,2.8,47.5,26.4,
2021/04/01 05:00:00,FR04055,PARIS 1er Les Halles,80.0,2.4,52.1,25.7,
2021/04/01 06:00:00,FR04055,PARIS 1er Les Halles,88.5,3.4,63.6,26.8,
2021/04/01 07:00:00,FR04055,PARIS 1er Les Halles,100.0,5.8,85.6,33.1,
2021/04/01 08:00:00,FR04055,PARIS 1er Les Halles,102.6,13.4,91.2,36.4,
2021/04/01 09:00:00,FR04055,PARIS 1er Les Halles,97.0,24.1,98.5,40.8,
2021/04/01 10:00:00,FR04055,PARIS 1er Les Halles,78.7,45.5,71.9,33.6,
2021/04/01 11:00:00,FR04055,PARIS 1er Les Halles,50.0,77.1,60.9,26.5,
2021/04/01 12:00:00,FR04055,PARIS 1er Les Halles,19.4,113.0,40.1,21.8,
2021/04/01 13:00:00,FR04055,PARIS 1er Les Halles,16.9,115.7,37.8,20.7,
2021/04/01 14:00:00,FR04055,PARIS 1er Les Halles,20.0,110.3,50.4,25.5,
2021/04/01 15:00:00,FR04055,PARIS 1er Les Halles,16.5,115.5,47.4,24.4,
2021/04/01 16:00:00,FR04055,PARIS 1er Les Halles,21.5,107.0,48.5,27.4,
2021/04/01 17:00:00,FR04055,PARIS 1er Les Halles,40.9,79.8,78.3,56.9,
2021/04/01 18:00:00,FR04055,PARIS 1er Les Halles,40.6,82.9,79.3,61.9,
2021/04/01 19:00:00,FR04055,PARIS 1er Les Halles,41.8,41.5,98.9,74.6,
2021/04/01 20:00:00,FR04055,PARIS 1er Les Halles,35.4,35.5,76.9,53.7,
2021/04/01 21:00:00,FR04055,PARIS 1er Les Halles,33.2,37.3,66.9,46.4,
2021/04/01 22:00:00,FR04055,PARIS 1er Les Halles,27.6,36.7,53.2,31.2,
2021/04/01 23:00:00,FR04055,PARIS 1er Les Halles,23.1,35.6,38.1,21.2,
2021/04/02 00:00:00,FR04055,PARIS 1er Les Halles,20.5,39.7,35.4,19.1,
2021/04/02 01:00:00,FR04055,PARIS 1er Les Halles,18.0,41.4,31.3,17.6,
2021/04/02 02:00:00,FR04055,PARIS 1er Les Halles,17.5,41.2,29.3,17.5,
2021/04/02 03:00:00,FR04055,PARIS 1er Les Halles,19.2,37.9,27.7,17.3,
2021/04/02 04:00:00,FR04055,PARIS 1er Les Halles,24.9,30.0,27.4,17.5,
2021/04/02 05:00:00,FR04055,PARIS 1er Les Halles,29.4,24.9,28.6,18.2,
2021/04/02 06:00:00,FR04055,PARIS 1er Les Halles,28.7,25.5,38.3,22.9,
2021/04/02 07:00:00,FR04055,PARIS 1er Les Halles,23.2,34.9,36.3,21.0,
2021/04/02 08:00:00,FR04055,PARIS 1er Les Halles,19.2,49.6,34.1,17.4,
2021/04/02 09:00:00,FR04055,PARIS 1er Les Halles,17.3,56.8,30.8,15.1,
2021/04/02 10:00:00,FR04055,PARIS 1er Les Halles,15.3,62.1,28.8,17.2,
2021/04/02 11:00:00,FR04055,PARIS 1er Les Halles,13.3,66.6,29.0,17.5,
2021/04/02 12:00:00,FR04055,PARIS 1er Les Halles,11.9,77.0,30.8,14.9,
2021/04/02 13:00:00,FR04055,PARIS 1er Les Halles,11.7,77.9,30.2,13.8,
2021/04/02 14:00:00,FR04055,PARIS 1er Les Halles,13.3,73.8,36.6,15.6,
2021/04/02 15:00:00,FR04055,PARIS 1er Les Halles,15.0,72.6,50.4,18.0,
2021/04/02 16:00:00,FR04055,PARIS 1er Les Halles,17.7,71.2,41.1,19.9,
2021/04/02 17:00:00,FR04055,PARIS 1er Les Halles,20.5,64.7,49.7,21.6,
2021/04/02 18:00:00,FR04055,PARIS 1er Les Halles,22.2,64.4,47.3,18.1,
2021/04/02 19:00:00,FR04055,PARIS 1er Les Halles,19.1,67.7,31.4,13.3,
2021/04/02 20:00:00,FR04055,PARIS 1er Les Halles,14.6,70.9,23.6,11.5,
2021/04/02 21:00:00,FR04055,PARIS 1er Les Halles,12.5,72.1,21.6,12.1,
2021/04/02 22:00:00,FR04055,PARIS 1er Les Halles,11.9,70.6,20.1,12.3,
2021/04/02 23:00:00,FR04055,PARIS 1er Les Halles,10.0,72.8,18.0,12.1,
2021/04/03 00:00:00,FR04055,PARIS 1er Les Halles,9.4,74.9,20.8,14.8,
2021/04/03 01:00:00,FR04055,PARIS 1er Les Halles,8.2,77.1,14.7,10.0,
2021/04/03 02:00:00,FR04055,PARIS 1er Les Halles,8.2,77.9,11.7,8.1,
2021/04/03 03:00:00,FR04055,PARIS 1er Les Halles,9.0,77.0,13.6,9.0,
2021/04/03 04:00:00,FR04055,PARIS 1er Les Halles,11.2,73.3,14.1,9.6,
2021/04/03 05:00:00,FR04055,PARIS 1er Les Halles,14.2,66.6,15.5,10.0,
2021/04/03 06:00:00,FR04055,PARIS 1er Les Halles,16.7,62.0,17.6,10.8,
2021/04/03 07:00:00,FR04055,PARIS 1er Les Halles,17.8,65.9,20.7,12.6,
2021/04/03 08:00:00,FR04055,PARIS 1er Les Halles,17.2,67.5,22.5,14.0,
2021/04/03 09:00:00,FR04055,PARIS 1er Les Halles,13.4,75.4,26.1,15.8,
2021/04/03 10:00:00,FR04055,PARIS 1er Les Halles,13.0,79.6,26.6,16.1,
2021/04/03 11:00:00,FR04055,PARIS 1er Les Halles,13.8,78.8,30.0,17.1,
2021/04/03 12:00:00,FR04055,PARIS 1er Les Halles,14.0,79.5,33.7,17.8,
2021/04/03 13:00:00,FR04055,PARIS 1er Les Halles,15.1,79.7,37.6,18.8,
2021/04/03 14:00:00,FR04055,PARIS 1er Les Halles,12.7,87.0,28.6,15.3,
2021/04/03 15:00:00,FR04055,PARIS 1er Les Halles,12.1,87.7,29.1,15.3,
2021/04/03 16:00:00,FR04055,PARIS 1er Les Halles,13.9,83.6,30.6,16.6,
2021/04/03 17:00:00,FR04055,PARIS 1er Les Halles,15.6,79.9,26.6,15.2,
2021/04/03 18:00:00,FR04055,PARIS 1er Les Halles,18.9,73.6,24.4,15.4,
2021/04/03 19:00:00,FR04055,PARIS 1er Les Halles,22.2,69.3,25.2,15.7,
2021/04/03 20:00:00,FR04055,PARIS 1er Les Halles,22.8,63.7,31.0,19.1,
2021/04/03 21:00:00,FR04055,PARIS 1er Les Halles,16.9,68.7,31.3,18.1,
2021/04/03 22:00:00,FR04055,PARIS 1er Les Halles,14.7,68.5,27.5,16.9,
2021/04/03 23:00:00,FR04055,PARIS 1er Les Halles,14.6,66.1,27.9,17.0,
2021/04/04 00:00:00,FR04055,PARIS 1er Les Halles,13.1,67.6,27.1,16.5,
2021/04/04 01:00:00,FR04055,PARIS 1er Les Halles,12.3,68.1,27.2,16.3,
2021/04/04 02:00:00,FR04055,PARIS 1er Les Halles,,66.2,29.1,16.9,
2021/04/04 03:00:00,FR04055,PARIS 1er Les Halles,13.9,63.0,28.2,17.7,
2021/04/04 04:00:00,FR04055,PARIS 1er Les Halles,16.4,58.5,29.6,18.4,
2021/04/04 05:00:00,FR04055,PARIS 1er Les Halles,19.1,53.8,31.5,19.3,
2021/04/04 06:00:00,FR04055,PARIS 1er Les Halles,22.0,52.4,34.7,20.4,
2021/04/04 07:00:00,FR04055,PARIS 1er Les Halles,18.5,58.7,32.6,20.7,
2021/04/04 08:00:00,FR04055,PARIS 1er Les Halles,16.7,66.2,32.4,19.8,
2021/04/04 09:00:00,FR04055,PARIS 1er Les Halles,16.5,74.0,33.0,18.7,
2021/04/04 10:00:00,FR04055,PARIS 1er Les Halles,12.2,81.5,,21.7,
2021/04/04 11:00:00,FR04055,PARIS 1er Les Halles,10.5,85.2,,24.6,
2021/04/04 12:00:00,FR04055,PARIS 1er Les Halles,11.8,88.2,,27.8,
2021/04/04 13:00:00,FR04055,PARIS 1er Les Halles,13.7,88.5,,27.7,
2021/04/04 14:00:00,FR04055,PARIS 1er Les Halles,11.1,89.3,,25.6,
2021/04/04 15:00:00,FR04055,PARIS 1er Les Halles,10.9,81.7,49.7,26.1,
2021/04/04 16:00:00,FR04055,PARIS 1er Les Halles,13.9,73.8,44.4,24.5,
2021/04/04 17:00:00,FR04055,PARIS 1er Les Halles,19.9,67.2,38.6,22.9,
2021/04/04 18:00:00,FR04055,PARIS 1er Les Halles,22.3,65.6,33.9,21.7,
2021/04/04 19:00:00,FR04055,PARIS 1er Les Halles,20.6,65.2,33.3,20.2,
2021/04/04 20:00:00,FR04055,PARIS 1er Les Halles,17.7,66.9,31.4,20.0,
2021/04/04 21:00:00,FR04055,PARIS 1er Les Halles,20.4,59.7,27.2,18.1,
2021/04/04 22:00:00,FR04055,PARIS 1er Les Halles,27.2,51.8,29.8,21.9,
2021/04/04 23:00:00,FR04055,PARIS 1er Les Halles,19.4,63.2,28.9,21.2,
2021/04/05 00:00:00,FR04055,PARIS 1er Les Halles,13.0,70.4,23.9,17.2,
2021/04/05 01:00:00,FR04055,PARIS 1er Les Halles,11.7,70.4,23.5,16.7,
2021/04/05 02:00:00,FR04055,PARIS 1er Les Halles,14.4,65.9,23.8,18.1,
2021/04/05 03:00:00,FR04055,PARIS 1er Les Halles,13.3,70.3,22.3,16.7,
2021/04/05 04:00:00,FR04055,PARIS 1er Les Halles,14.8,69.0,20.8,14.7,
2021/04/05 05:00:00,FR04055,PARIS 1er Les Halles,14.2,68.2,24.2,15.2,
2021/04/05 06:00:00,FR04055,PARIS 1er Les Halles,11.7,65.3,27.6,15.8,
2021/04/05 07:00:00,FR04055,PARIS 1er Les Halles,12.6,63.7,30.4,16.6,
2021/04/05 08:00:00,FR04055,PARIS 1er Les Halles,14.5,60.3,30.8,18.8,
2021/04/05 09:00:00,FR04055,PARIS 1er Les Halles,14.1,61.6,,19.0,
2021/04/05 10:00:00,FR04055,PARIS 1er Les Halles,14.2,61.8,,18.2,
2021/04/05 11:00:00,FR04055,PARIS 1er Les Halles,12.7,67.1,,15.8,
2021/04/05 12:00:00,FR04055,PARIS 1er Les Halles,16.0,66.9,12.8,7.7,
2021/04/05 13:00:00,FR04055,PARIS 1er Les Halles,14.0,67.3,14.3,8.7,
2021/04/05 14:00:00,FR04055,PARIS 1er Les Halles,13.2,70.9,19.0,10.0,
2021/04/05 15:00:00,FR04055,PARIS 1er Les Halles,15.9,65.8,20.9,11.5,
2021/04/05 16:00:00,FR04055,PARIS 1er Les Halles,17.0,66.3,14.3,9.3,
2021/04/05 17:00:00,FR04055,PARIS 1er Les Halles,17.5,63.5,15.7,10.3,
2021/04/05 18:00:00,FR04055,PARIS 1er Les Halles,17.0,70.4,13.8,8.8,
2021/04/05 19:00:00,FR04055,PARIS 1er Les Halles,16.8,69.8,13.4,8.5,
2021/04/05 20:00:00,FR04055,PARIS 1er Les Halles,14.8,73.3,13.7,7.7,
2021/04/05 21:00:00,FR04055,PARIS 1er Les Halles,15.7,69.0,14.3,8.1,
2021/04/05 22:00:00,FR04055,PARIS 1er Les Halles,16.3,65.7,15.8,9.2,
2021/04/05 23:00:00,FR04055,PARIS 1er Les Halles,12.9,65.5,12.9,6.4,
2021/04/06 00:00:00,FR04055,PARIS 1er Les Halles,17.0,60.9,13.4,6.7,
2021/04/06 01:00:00,FR04055,PARIS 1er Les Halles,20.6,55.2,14.9,7.6,
2021/04/06 02:00:00,FR04055,PARIS 1er Les Halles,27.3,46.5,13.6,7.7,
2021/04/06 03:00:00,FR04055,PARIS 1er Les Halles,25.7,49.9,13.5,7.5,
2021/04/06 04:00:00,FR04055,PARIS 1er Les Halles,29.9,46.2,12.5,6.8,
2021/04/06 05:00:00,FR04055,PARIS 1er Les Halles,52.2,28.6,17.5,8.1,
2021/04/06 06:00:00,FR04055,PARIS 1er Les Halles,55.4,27.7,29.2,9.8,
2021/04/06 07:00:00,FR04055,PARIS 1er Les Halles,49.7,32.7,36.1,10.8,
2021/04/06 08:00:00,FR04055,PARIS 1er Les Halles,28.8,50.9,40.1,10.6,
2021/04/06 09:00:00,FR04055,PARIS 1er Les Halles,17.0,62.5,,7.8,
2021/04/06 10:00:00,FR04055,PARIS 1er Les Halles,17.6,60.4,,8.7,
2021/04/06 11:00:00,FR04055,PARIS 1er Les Halles,11.3,70.1,,,
2021/04/06 12:00:00,FR04055,PARIS 1er Les Halles,9.7,72.6,,6.3,
2021/04/06 13:00:00,FR04055,PARIS 1er Les Halles,12.2,68.5,,8.0,
2021/04/06 14:00:00,FR04055,PARIS 1er Les Halles,13.4,72.7,24.1,5.8,
2021/04/06 15:00:00,FR04055,PARIS 1er Les Halles,16.6,66.4,14.1,4.8,
2021/04/06 16:00:00,FR04055,PARIS 1er Les Halles,14.4,74.6,14.2,5.6,
2021/04/06 17:00:00,FR04055,PARIS 1er Les Halles,13.5,72.0,12.7,4.2,
2021/04/06 18:00:00,FR04055,PARIS 1er Les Halles,17.2,68.0,8.3,3.9,
2021/04/06 19:00:00,FR04055,PARIS 1er Les Halles,17.0,69.4,15.4,5.9,
2021/04/06 20:00:00,FR04055,PARIS 1er Les Halles,21.4,68.0,9.1,4.8,
2021/04/06 21:00:00,FR04055,PARIS 1er Les Halles,12.4,72.6,9.2,4.6,
